id,의사소통능력,문제해결능력,대인관계능력,자기개발능력,열정및의지력,수학지식,통계학지식,머신러닝지식,딥러닝지식,데이터처리능력,데이터분석능력,데이터시각화능력,알고리즘구현능력,인공지능모델링능력,해결하고싶은과제점수,result
444,0.0,60.0,80.0,90.0,70.0,70.0,60.0,0.0,40.0,80.0,0.0,0.0,50.0,0.0,65,0
445,0.0,50.0,60.0,90.0,80.0,70.0,100.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,65,0
446,0.0,50.0,80.0,70.0,60.0,0.0,50.0,0.0,0.0,70.0,40.0,0.0,0.0,0.0,50,0
447,0.0,60.0,40.0,90.0,80.0,70.0,50.0,0.0,80.0,40.0,0.0,0.0,0.0,0.0,45,0
448,40.0,70.0,0.0,90.0,80.0,0.0,60.0,0.0,0.0,70.0,90.0,80.0,0.0,0.0,65,0
449,0.0,60.0,80.0,90.0,70.0,0.0,80.0,0.0,0.0,0.0,90.0,60.0,0.0,0.0,15,0
450,60.0,70.0,0.0,90.0,50.0,0.0,70.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0,0
451,0.0,80.0,70.0,90.0,60.0,0.0,80.0,70.0,60.0,0.0,90.0,50.0,0.0,40.0,40,0
452,0.0,80.0,60.0,90.0,70.0,90.0,80.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,50,0
453,0.0,60.0,50.0,80.0,70.0,80.0,70.0,90.0,60.0,0.0,50.0,0.0,0.0,40.0,83,0
454,0.0,60.0,80.0,90.0,70.0,60.0,80.0,0.0,40.0,70.0,90.0,0.0,0.0,0.0,40,0
455,80.0,0.0,60.0,90.0,70.0,40.0,80.0,0.0,0.0,0.0,90.0,70.0,0.0,0.0,83,0
456,40.0,90.0,35.0,80.0,70.0,0.0,70.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,15,0
457,70.0,60.0,75.0,85.0,0.0,50.0,80.0,0.0,0.0,0.0,90.0,70.0,0.0,0.0,50,0
458,0.0,70.0,60.0,90.0,80.0,70.0,80.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0
459,70.0,0.0,60.0,80.0,50.0,60.0,70.0,0.0,0.0,0.0,80.0,0.0,40.0,0.0,40,0
460,90.0,70.0,80.0,50.0,60.0,70.0,80.0,60.0,0.0,50.0,90.0,0.0,0.0,40.0,15,0
461,0.0,70.0,60.0,90.0,80.0,0.0,90.0,0.0,0.0,80.0,0.0,0.0,70.0,0.0,70,0
462,0.0,70.0,80.0,90.0,60.0,0.0,70.0,40.0,0.0,0.0,80.0,0.0,60.0,0.0,40,0
463,0.0,60.0,70.0,90.0,80.0,60.0,80.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,10,0
464,40.0,80.0,0.0,90.0,70.0,50.0,50.0,40.0,0.0,0.0,70.0,0.0,0.0,0.0,65,0
465,0.0,70.0,80.0,60.0,50.0,60.0,50.0,0.0,0.0,80.0,40.0,0.0,70.0,0.0,65,0
466,60.0,80.0,50.0,90.0,70.0,50.0,80.0,0.0,0.0,0.0,90.0,0.0,60.0,70.0,78,0
467,60.0,70.0,50.0,90.0,80.0,70.0,80.0,60.0,0.0,90.0,50.0,0.0,0.0,0.0,50,0
468,0.0,60.0,50.0,80.0,70.0,60.0,70.0,0.0,50.0,40.0,80.0,0.0,40.0,0.0,40,0
469,60.0,90.0,80.0,70.0,50.0,0.0,90.0,0.0,0.0,60.0,100.0,70.0,0.0,0.0,75,0
470,50.0,60.0,70.0,90.0,80.0,0.0,80.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,70,0
471,0.0,80.0,60.0,90.0,70.0,0.0,80.0,60.0,50.0,70.0,90.0,40.0,0.0,0.0,65,0
472,0.0,70.0,60.0,90.0,80.0,50.0,40.0,80.0,0.0,60.0,70.0,0.0,0.0,0.0,83,0
473,0.0,0.0,80.0,60.0,70.0,0.0,0.0,80.0,0.0,0.0,40.0,0.0,0.0,0.0,65,0
474,40.0,80.0,0.0,90.0,70.0,80.0,70.0,0.0,0.0,0.0,40.0,0.0,60.0,50.0,15,0
475,0.0,60.0,70.0,90.0,50.0,50.0,60.0,90.0,80.0,0.0,40.0,70.0,0.0,0.0,75,0
476,90.0,0.0,80.0,70.0,60.0,0.0,80.0,60.0,0.0,0.0,90.0,70.0,0.0,0.0,86,0
477,50.0,60.0,70.0,90.0,80.0,70.0,100.0,0.0,0.0,40.0,90.0,50.0,0.0,0.0,83,0
478,70.0,0.0,50.0,90.0,60.0,60.0,70.0,0.0,0.0,0.0,80.0,50.0,0.0,40.0,40,0
479,50.0,80.0,70.0,90.0,60.0,80.0,90.0,60.0,0.0,40.0,100.0,50.0,70.0,0.0,70,0
480,50.0,70.0,60.0,90.0,0.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0
481,40.0,70.0,0.0,100.0,90.0,80.0,90.0,70.0,100.0,0.0,0.0,0.0,60.0,50.0,70,1
482,0.0,70.0,90.0,60.0,80.0,40.0,80.0,50.0,60.0,70.0,90.0,0.0,40.0,0.0,40,0
483,0.0,90.0,70.0,80.0,60.0,0.0,70.0,80.0,60.0,40.0,90.0,50.0,30.0,0.0,50,0
484,0.0,70.0,60.0,90.0,80.0,40.0,90.0,80.0,60.0,70.0,100.0,0.0,0.0,50.0,78,0
485,0.0,70.0,90.0,80.0,60.0,0.0,100.0,0.0,50.0,40.0,90.0,40.0,0.0,0.0,78,0
486,50.0,60.0,80.0,90.0,70.0,0.0,80.0,70.0,50.0,40.0,90.0,60.0,0.0,0.0,15,0
487,0.0,50.0,60.0,90.0,80.0,60.0,90.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,83,0
488,0.0,70.0,60.0,80.0,50.0,70.0,90.0,80.0,0.0,60.0,100.0,50.0,50.0,0.0,40,0
489,60.0,80.0,70.0,50.0,90.0,60.0,100.0,80.0,0.0,70.0,90.0,0.0,0.0,0.0,83,0
490,0.0,90.0,80.0,70.0,60.0,80.0,70.0,0.0,0.0,0.0,90.0,0.0,60.0,0.0,73,0
491,0.0,70.0,60.0,90.0,80.0,70.0,100.0,50.0,0.0,80.0,90.0,60.0,0.0,0.0,45,0
492,60.0,70.0,80.0,90.0,0.0,60.0,80.0,50.0,70.0,40.0,90.0,0.0,0.0,0.0,65,0
493,60.0,70.0,80.0,90.0,50.0,60.0,80.0,90.0,0.0,40.0,70.0,0.0,50.0,0.0,73,0
494,0.0,80.0,40.0,90.0,70.0,0.0,0.0,40.0,0.0,30.0,50.0,0.0,0.0,0.0,40,0
495,0.0,70.0,60.0,90.0,80.0,80.0,70.0,90.0,60.0,0.0,50.0,0.0,0.0,0.0,55,0
496,0.0,70.0,60.0,80.0,90.0,80.0,100.0,70.0,0.0,60.0,90.0,0.0,0.0,0.0,83,0
497,0.0,80.0,40.0,90.0,70.0,50.0,70.0,0.0,0.0,60.0,80.0,0.0,0.0,0.0,73,0
498,0.0,60.0,70.0,80.0,50.0,0.0,90.0,70.0,0.0,40.0,80.0,0.0,0.0,0.0,83,0
499,0.0,50.0,60.0,85.0,75.0,0.0,80.0,0.0,70.0,50.0,90.0,0.0,0.0,60.0,20,0
500,0.0,70.0,50.0,80.0,90.0,0.0,100.0,80.0,60.0,0.0,90.0,50.0,40.0,0.0,83,0
501,0.0,70.0,60.0,90.0,50.0,0.0,80.0,60.0,50.0,70.0,90.0,0.0,0.0,40.0,50,0
502,0.0,60.0,70.0,90.0,80.0,0.0,70.0,0.0,0.0,60.0,80.0,50.0,0.0,0.0,45,0
503,0.0,50.0,60.0,90.0,80.0,70.0,80.0,50.0,0.0,40.0,90.0,40.0,0.0,0.0,65,0
504,0.0,80.0,70.0,90.0,60.0,80.0,70.0,0.0,0.0,90.0,60.0,50.0,0.0,0.0,45,0
505,0.0,70.0,60.0,90.0,80.0,60.0,80.0,0.0,0.0,70.0,90.0,0.0,0.0,0.0,15,0
506,0.0,70.0,80.0,90.0,60.0,70.0,80.0,0.0,0.0,0.0,90.0,0.0,60.0,0.0,78,1
507,0.0,70.0,60.0,90.0,80.0,0.0,70.0,0.0,0.0,80.0,50.0,0.0,0.0,60.0,45,0
508,50.0,70.0,80.0,90.0,60.0,0.0,70.0,80.0,90.0,60.0,50.0,0.0,0.0,0.0,80,0
509,0.0,70.0,40.0,80.0,60.0,70.0,80.0,0.0,0.0,50.0,90.0,0.0,60.0,0.0,0,0
510,80.0,70.0,90.0,60.0,50.0,60.0,80.0,70.0,0.0,0.0,90.0,0.0,0.0,0.0,83,0
511,0.0,70.0,40.0,90.0,80.0,70.0,80.0,40.0,60.0,50.0,90.0,0.0,0.0,40.0,85,0
512,0.0,70.0,75.0,85.0,60.0,50.0,80.0,60.0,60.0,70.0,90.0,0.0,40.0,0.0,85,0
513,50.0,80.0,0.0,90.0,70.0,80.0,70.0,0.0,0.0,40.0,90.0,60.0,50.0,0.0,20,0
514,0.0,60.0,90.0,70.0,80.0,60.0,80.0,70.0,0.0,0.0,90.0,0.0,50.0,0.0,83,1
515,50.0,70.0,60.0,90.0,80.0,70.0,85.0,0.0,0.0,60.0,90.0,0.0,50.0,0.0,50,0
516,0.0,60.0,80.0,90.0,70.0,80.0,90.0,0.0,40.0,70.0,50.0,0.0,60.0,0.0,70,0
517,60.0,80.0,50.0,90.0,70.0,90.0,100.0,80.0,70.0,60.0,100.0,0.0,50.0,0.0,78,0
518,60.0,0.0,75.0,85.0,70.0,60.0,70.0,30.0,0.0,50.0,80.0,0.0,0.0,0.0,40,0
519,0.0,70.0,75.0,85.0,65.0,0.0,70.0,80.0,0.0,0.0,50.0,0.0,60.0,0.0,40,0
520,50.0,80.0,60.0,90.0,70.0,70.0,80.0,40.0,50.0,60.0,90.0,0.0,0.0,0.0,83,1
521,50.0,60.0,0.0,90.0,80.0,70.0,100.0,0.0,0.0,50.0,90.0,0.0,0.0,0.0,65,0
522,80.0,70.0,60.0,90.0,0.0,70.0,80.0,0.0,0.0,0.0,90.0,0.0,60.0,50.0,35,0
523,60.0,0.0,90.0,40.0,70.0,70.0,80.0,90.0,0.0,0.0,60.0,0.0,50.0,0.0,85,0
524,50.0,80.0,0.0,100.0,90.0,40.0,80.0,70.0,60.0,40.0,90.0,50.0,40.0,0.0,83,1
525,70.0,0.0,60.0,90.0,80.0,70.0,80.0,0.0,0.0,90.0,60.0,0.0,50.0,0.0,40,0
526,50.0,60.0,70.0,90.0,80.0,0.0,80.0,60.0,0.0,70.0,90.0,40.0,50.0,0.0,55,1
527,0.0,60.0,40.0,90.0,80.0,70.0,80.0,0.0,0.0,60.0,90.0,0.0,50.0,0.0,78,0
528,40.0,75.0,0.0,85.0,70.0,80.0,90.0,70.0,60.0,0.0,0.0,0.0,50.0,0.0,50,0
529,0.0,70.0,60.0,80.0,90.0,70.0,90.0,40.0,0.0,0.0,60.0,0.0,0.0,0.0,65,0
530,0.0,60.0,70.0,90.0,80.0,70.0,80.0,0.0,0.0,0.0,90.0,50.0,60.0,0.0,35,0
531,0.0,70.0,50.0,90.0,80.0,90.0,100.0,0.0,0.0,50.0,80.0,60.0,0.0,0.0,40,0
532,40.0,60.0,0.0,90.0,80.0,0.0,70.0,70.0,80.0,60.0,90.0,0.0,50.0,0.0,35,0
533,0.0,0.0,90.0,60.0,70.0,0.0,80.0,50.0,70.0,60.0,90.0,0.0,0.0,0.0,83,0
534,0.0,80.0,90.0,70.0,60.0,70.0,80.0,50.0,40.0,60.0,90.0,0.0,40.0,0.0,65,0
535,60.0,0.0,70.0,90.0,80.0,60.0,80.0,70.0,0.0,50.0,90.0,0.0,0.0,40.0,75,0
536,50.0,80.0,0.0,90.0,70.0,0.0,50.0,0.0,90.0,0.0,0.0,0.0,0.0,80.0,80,0
537,70.0,80.0,0.0,90.0,60.0,0.0,60.0,0.0,0.0,70.0,50.0,80.0,0.0,0.0,40,0
538,60.0,70.0,80.0,90.0,0.0,90.0,100.0,0.0,0.0,0.0,70.0,0.0,50.0,0.0,50,0
539,40.0,60.0,50.0,90.0,80.0,80.0,60.0,40.0,70.0,90.0,50.0,0.0,0.0,0.0,15,0
540,50.0,80.0,60.0,90.0,70.0,70.0,80.0,0.0,0.0,0.0,90.0,50.0,40.0,0.0,40,0
541,90.0,60.0,80.0,70.0,50.0,60.0,100.0,0.0,0.0,70.0,90.0,40.0,30.0,0.0,0,0
542,0.0,50.0,60.0,90.0,80.0,50.0,90.0,70.0,0.0,80.0,60.0,0.0,0.0,0.0,45,0
543,50.0,80.0,40.0,90.0,70.0,80.0,90.0,0.0,0.0,70.0,100.0,60.0,50.0,0.0,78,0
544,0.0,70.0,80.0,90.0,60.0,0.0,70.0,50.0,0.0,0.0,80.0,0.0,0.0,0.0,65,0
545,0.0,60.0,40.0,90.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,40,0
546,0.0,70.0,60.0,90.0,80.0,40.0,100.0,0.0,0.0,50.0,90.0,0.0,0.0,0.0,40,0
547,0.0,70.0,80.0,90.0,60.0,40.0,80.0,0.0,0.0,50.0,90.0,60.0,70.0,0.0,40,0
548,50.0,70.0,80.0,90.0,60.0,0.0,60.0,40.0,0.0,0.0,80.0,0.0,0.0,0.0,65,0
549,0.0,50.0,60.0,80.0,70.0,0.0,100.0,0.0,0.0,50.0,80.0,0.0,0.0,0.0,65,0
550,0.0,60.0,70.0,80.0,90.0,60.0,80.0,70.0,30.0,50.0,90.0,0.0,40.0,0.0,50,0
551,40.0,70.0,0.0,90.0,80.0,0.0,70.0,0.0,0.0,60.0,80.0,0.0,0.0,0.0,65,0
552,0.0,70.0,60.0,90.0,80.0,80.0,90.0,0.0,0.0,0.0,70.0,0.0,50.0,0.0,73,0
553,60.0,80.0,90.0,70.0,50.0,90.0,100.0,0.0,0.0,50.0,60.0,0.0,70.0,0.0,83,0
554,0.0,60.0,70.0,80.0,50.0,60.0,100.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,15,0
555,0.0,60.0,70.0,90.0,80.0,70.0,80.0,60.0,0.0,0.0,90.0,0.0,0.0,0.0,50,0
556,60.0,70.0,90.0,80.0,50.0,60.0,70.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,15,0
557,40.0,90.0,0.0,80.0,70.0,0.0,60.0,50.0,100.0,70.0,80.0,0.0,0.0,90.0,78,0
558,0.0,70.0,80.0,90.0,60.0,70.0,100.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,83,0
559,90.0,60.0,80.0,70.0,50.0,40.0,50.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,35,0
560,0.0,60.0,70.0,90.0,80.0,0.0,80.0,60.0,50.0,70.0,90.0,0.0,0.0,40.0,70,0
561,50.0,60.0,70.0,90.0,0.0,70.0,80.0,40.0,40.0,0.0,90.0,60.0,0.0,0.0,45,0
562,90.0,80.0,60.0,70.0,50.0,0.0,70.0,0.0,0.0,40.0,90.0,60.0,0.0,0.0,83,0
563,50.0,80.0,70.0,90.0,60.0,50.0,90.0,70.0,30.0,50.0,100.0,60.0,40.0,0.0,83,0
564,0.0,70.0,80.0,90.0,60.0,80.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50,0
565,60.0,70.0,80.0,90.0,50.0,60.0,0.0,90.0,0.0,0.0,50.0,70.0,40.0,80.0,15,0
566,40.0,80.0,0.0,90.0,70.0,60.0,70.0,0.0,0.0,80.0,50.0,0.0,40.0,0.0,70,0
567,60.0,80.0,0.0,90.0,70.0,50.0,40.0,80.0,70.0,60.0,100.0,90.0,0.0,0.0,75,0
568,50.0,70.0,60.0,90.0,80.0,70.0,80.0,40.0,0.0,60.0,90.0,0.0,0.0,0.0,65,0
569,80.0,70.0,60.0,90.0,50.0,0.0,80.0,70.0,50.0,0.0,90.0,40.0,60.0,30.0,20,0
570,80.0,90.0,60.0,50.0,70.0,60.0,70.0,40.0,0.0,0.0,80.0,0.0,0.0,0.0,83,0
571,0.0,80.0,70.0,60.0,50.0,70.0,80.0,60.0,50.0,40.0,90.0,40.0,0.0,0.0,75,0
572,0.0,60.0,80.0,90.0,70.0,0.0,80.0,0.0,0.0,0.0,40.0,50.0,30.0,0.0,60,0
573,0.0,50.0,60.0,80.0,70.0,60.0,30.0,80.0,70.0,0.0,90.0,50.0,40.0,0.0,65,0
574,0.0,60.0,0.0,90.0,80.0,70.0,50.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,50,0
575,0.0,70.0,90.0,60.0,80.0,70.0,100.0,0.0,0.0,0.0,90.0,80.0,60.0,0.0,85,0
576,0.0,80.0,60.0,90.0,70.0,70.0,100.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,83,0
577,40.0,70.0,0.0,90.0,60.0,0.0,0.0,60.0,0.0,70.0,40.0,80.0,50.0,0.0,50,0
578,0.0,70.0,50.0,90.0,60.0,0.0,80.0,0.0,0.0,70.0,90.0,40.0,0.0,50.0,83,0
579,0.0,70.0,80.0,90.0,60.0,60.0,70.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,83,0
580,40.0,70.0,60.0,90.0,80.0,80.0,70.0,60.0,0.0,0.0,90.0,0.0,50.0,0.0,83,0
581,50.0,0.0,60.0,80.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0
582,0.0,40.0,60.0,80.0,70.0,60.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,10,0
583,0.0,60.0,70.0,90.0,80.0,70.0,80.0,0.0,0.0,90.0,60.0,0.0,0.0,0.0,0,0
584,0.0,40.0,0.0,80.0,70.0,0.0,70.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,15,0
585,0.0,70.0,50.0,90.0,80.0,0.0,70.0,90.0,80.0,50.0,60.0,0.0,0.0,0.0,10,0
586,70.0,75.0,50.0,85.0,60.0,50.0,60.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,15,0
587,0.0,60.0,70.0,80.0,50.0,0.0,60.0,0.0,0.0,80.0,50.0,0.0,70.0,0.0,40,0
588,0.0,70.0,80.0,90.0,60.0,0.0,0.0,80.0,0.0,0.0,0.0,60.0,70.0,40.0,0,0
589,0.0,40.0,0.0,80.0,70.0,70.0,60.0,0.0,0.0,80.0,0.0,0.0,50.0,0.0,0,0
590,0.0,0.0,50.0,90.0,80.0,100.0,90.0,0.0,0.0,30.0,70.0,40.0,50.0,0.0,0,0
591,0.0,40.0,0.0,80.0,70.0,0.0,80.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,40,0
592,0.0,60.0,90.0,80.0,70.0,0.0,90.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,25,0
593,0.0,50.0,60.0,90.0,80.0,0.0,50.0,0.0,0.0,0.0,70.0,0.0,60.0,0.0,25,0
594,40.0,60.0,0.0,90.0,80.0,0.0,70.0,0.0,0.0,50.0,80.0,0.0,60.0,0.0,15,0
595,60.0,0.0,80.0,90.0,70.0,0.0,80.0,70.0,0.0,0.0,90.0,0.0,60.0,0.0,10,0
596,0.0,60.0,70.0,90.0,50.0,80.0,70.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,15,0
597,40.0,35.0,0.0,80.0,70.0,0.0,90.0,0.0,0.0,0.0,70.0,0.0,50.0,0.0,25,0
598,0.0,60.0,80.0,90.0,70.0,70.0,90.0,50.0,0.0,60.0,80.0,0.0,0.0,0.0,20,0
599,0.0,60.0,50.0,90.0,70.0,60.0,0.0,0.0,80.0,0.0,70.0,0.0,0.0,0.0,0,0
600,0.0,60.0,70.0,80.0,0.0,0.0,35.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,15,0
601,0.0,70.0,50.0,80.0,40.0,0.0,60.0,40.0,40.0,80.0,50.0,0.0,0.0,0.0,50,0
602,40.0,50.0,0.0,90.0,80.0,50.0,70.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,15,0
603,0.0,50.0,60.0,80.0,70.0,0.0,70.0,0.0,0.0,80.0,60.0,0.0,0.0,0.0,0,0
604,0.0,70.0,80.0,90.0,60.0,0.0,0.0,0.0,0.0,80.0,70.0,40.0,0.0,0.0,15,0
605,80.0,70.0,60.0,90.0,50.0,60.0,70.0,50.0,80.0,0.0,0.0,0.0,0.0,0.0,75,0
606,40.0,80.0,0.0,70.0,60.0,70.0,0.0,60.0,0.0,90.0,80.0,0.0,0.0,50.0,0,0
607,0.0,80.0,50.0,70.0,40.0,60.0,80.0,40.0,0.0,0.0,90.0,0.0,0.0,0.0,40,0
608,60.0,80.0,50.0,90.0,70.0,60.0,80.0,50.0,50.0,70.0,90.0,0.0,0.0,0.0,85,0
609,50.0,80.0,0.0,90.0,70.0,40.0,80.0,50.0,60.0,70.0,90.0,0.0,0.0,40.0,85,0
610,0.0,50.0,60.0,90.0,80.0,50.0,80.0,0.0,0.0,40.0,90.0,0.0,0.0,0.0,40,0
611,0.0,60.0,40.0,80.0,70.0,70.0,80.0,0.0,0.0,0.0,90.0,0.0,50.0,0.0,40,0
612,0.0,80.0,70.0,60.0,50.0,60.0,0.0,0.0,0.0,0.0,70.0,40.0,0.0,0.0,45,0
613,60.0,70.0,50.0,90.0,80.0,0.0,70.0,80.0,0.0,0.0,0.0,0.0,60.0,0.0,70,0
614,0.0,70.0,80.0,90.0,60.0,0.0,80.0,90.0,0.0,70.0,60.0,50.0,0.0,0.0,15,0
615,0.0,70.0,80.0,90.0,60.0,70.0,90.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60,0
616,0.0,60.0,70.0,90.0,80.0,0.0,70.0,0.0,0.0,60.0,80.0,0.0,0.0,0.0,50,0
617,70.0,50.0,80.0,60.0,0.0,40.0,60.0,0.0,80.0,70.0,50.0,0.0,0.0,0.0,15,0
618,0.0,80.0,50.0,90.0,70.0,0.0,80.0,0.0,0.0,50.0,40.0,0.0,0.0,0.0,20,0
619,70.0,50.0,80.0,0.0,60.0,70.0,100.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,78,0
620,0.0,0.0,70.0,90.0,60.0,70.0,80.0,40.0,0.0,0.0,60.0,0.0,0.0,0.0,25,0
621,60.0,70.0,90.0,0.0,80.0,60.0,70.0,80.0,0.0,0.0,0.0,0.0,0.0,50.0,15,0
622,0.0,60.0,80.0,90.0,70.0,0.0,80.0,0.0,0.0,0.0,70.0,0.0,50.0,0.0,65,0
623,40.0,70.0,0.0,80.0,60.0,0.0,80.0,0.0,0.0,0.0,90.0,70.0,0.0,0.0,45,0
624,0.0,50.0,70.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,10,0
625,80.0,70.0,60.0,90.0,50.0,0.0,50.0,0.0,0.0,70.0,80.0,60.0,40.0,0.0,15,0
626,0.0,60.0,40.0,80.0,70.0,80.0,70.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,10,0
627,0.0,70.0,0.0,80.0,60.0,50.0,70.0,0.0,0.0,60.0,80.0,0.0,0.0,0.0,40,0
628,0.0,50.0,60.0,90.0,80.0,60.0,70.0,0.0,0.0,0.0,50.0,0.0,80.0,0.0,83,0
629,0.0,60.0,80.0,90.0,70.0,70.0,60.0,40.0,40.0,0.0,80.0,0.0,0.0,0.0,0,0
630,70.0,80.0,50.0,60.0,40.0,70.0,80.0,0.0,0.0,60.0,90.0,40.0,0.0,0.0,45,0
631,0.0,60.0,70.0,90.0,80.0,0.0,80.0,0.0,0.0,70.0,90.0,0.0,50.0,0.0,65,0
632,0.0,70.0,40.0,80.0,60.0,40.0,80.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0,0
633,0.0,70.0,90.0,80.0,60.0,70.0,0.0,0.0,0.0,50.0,40.0,0.0,60.0,80.0,65,0
634,80.0,0.0,60.0,70.0,50.0,80.0,0.0,60.0,0.0,50.0,90.0,0.0,70.0,0.0,0,0
635,0.0,60.0,70.0,90.0,80.0,80.0,90.0,0.0,0.0,0.0,60.0,0.0,40.0,0.0,15,0
636,50.0,70.0,90.0,0.0,60.0,70.0,60.0,50.0,0.0,0.0,80.0,0.0,0.0,0.0,65,0
637,0.0,60.0,70.0,80.0,50.0,0.0,80.0,50.0,50.0,0.0,60.0,0.0,40.0,0.0,50,0
638,0.0,70.0,60.0,90.0,80.0,70.0,80.0,0.0,0.0,40.0,90.0,0.0,50.0,0.0,70,0
639,0.0,60.0,90.0,50.0,70.0,0.0,50.0,0.0,0.0,0.0,70.0,0.0,60.0,0.0,0,0
640,50.0,60.0,70.0,80.0,90.0,80.0,0.0,0.0,50.0,0.0,0.0,0.0,70.0,0.0,40,0
641,0.0,70.0,60.0,90.0,80.0,0.0,100.0,0.0,0.0,0.0,80.0,50.0,0.0,0.0,40,0
642,0.0,70.0,60.0,80.0,50.0,60.0,70.0,0.0,0.0,80.0,50.0,0.0,40.0,0.0,15,0
643,0.0,0.0,40.0,90.0,70.0,60.0,0.0,100.0,80.0,70.0,90.0,50.0,0.0,0.0,50,0
644,0.0,0.0,50.0,80.0,70.0,0.0,40.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0
645,40.0,70.0,0.0,80.0,60.0,60.0,70.0,50.0,50.0,0.0,80.0,0.0,0.0,0.0,40,0
646,0.0,0.0,60.0,80.0,50.0,0.0,80.0,50.0,50.0,30.0,90.0,0.0,0.0,0.0,40,0
647,0.0,70.0,60.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,10,0
648,0.0,0.0,50.0,80.0,70.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,40.0,0.0,40,0
649,0.0,60.0,80.0,70.0,50.0,70.0,80.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,15,0
650,70.0,0.0,60.0,80.0,50.0,60.0,70.0,0.0,0.0,0.0,80.0,50.0,0.0,0.0,25,0
651,50.0,60.0,70.0,90.0,80.0,60.0,70.0,0.0,30.0,0.0,80.0,0.0,0.0,0.0,75,0
652,0.0,80.0,50.0,90.0,70.0,70.0,80.0,50.0,40.0,40.0,90.0,0.0,0.0,0.0,45,0
653,70.0,80.0,90.0,60.0,50.0,70.0,100.0,0.0,0.0,40.0,90.0,50.0,60.0,0.0,85,0
654,0.0,60.0,80.0,90.0,70.0,0.0,0.0,90.0,60.0,50.0,70.0,40.0,0.0,80.0,40,0
655,0.0,70.0,60.0,90.0,80.0,0.0,80.0,0.0,0.0,0.0,90.0,0.0,60.0,50.0,68,0
656,0.0,60.0,70.0,90.0,80.0,80.0,100.0,50.0,0.0,60.0,70.0,0.0,0.0,0.0,80,0
657,0.0,60.0,70.0,90.0,80.0,70.0,80.0,90.0,0.0,0.0,60.0,0.0,50.0,0.0,78,0
658,0.0,0.0,60.0,80.0,50.0,0.0,80.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0
659,0.0,60.0,70.0,90.0,80.0,90.0,100.0,50.0,70.0,0.0,80.0,0.0,0.0,0.0,75,0
660,0.0,60.0,70.0,90.0,80.0,70.0,80.0,40.0,0.0,60.0,90.0,0.0,0.0,0.0,55,0
661,60.0,70.0,90.0,50.0,80.0,50.0,70.0,0.0,0.0,40.0,80.0,60.0,0.0,0.0,70,0
662,50.0,60.0,80.0,90.0,70.0,70.0,80.0,60.0,0.0,0.0,90.0,50.0,0.0,0.0,45,0
663,0.0,70.0,50.0,90.0,80.0,0.0,100.0,70.0,60.0,0.0,80.0,0.0,0.0,0.0,83,0
664,0.0,60.0,80.0,50.0,70.0,0.0,60.0,0.0,0.0,0.0,70.0,0.0,50.0,0.0,65,0
665,0.0,70.0,60.0,90.0,80.0,70.0,60.0,0.0,0.0,0.0,40.0,80.0,50.0,0.0,65,0
666,50.0,80.0,70.0,90.0,60.0,60.0,90.0,70.0,0.0,80.0,50.0,0.0,40.0,0.0,83,0
